student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,screen_time_hours,sleep_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,mental_health_score,focus_index,productivity_score,exam_score,burnout_level
2063,21,Other,College,1.79,2.31,4.03,4.44,1.19,4.42,4.6,34,137,0,1,Average,2,46.55,38.27,23.69,5.565
2064,18,Other,College,8.0,1.02,4.1,5.52,0.41,10.5,6.79,98,350,0,1,Average,4,47.29,32.8,6.12,6.3075
2065,20,Male,College,1.75,1.8,1.97,5.25,1.33,9.97,4.84,81,63,1,1,Average,6,16.68,38.2,47.2,6.095000000000001
2066,23,Female,College,7.01,4.96,0.96,4.21,2.22,11.1,4.3,21,479,0,0,Good,2,15.88,57.11,41.65,7.2525
2067,22,Male,College,6.79,0.47,2.94,5.37,3.27,9.39,7.29,114,459,1,0,Average,7,24.75,17.65,88.68,5.117500000000001
2068,21,Female,High School,7.99,3.21,1.42,5.12,2.49,9.1,5.6,13,25,1,1,Average,8,29.5,55.04,33.3,5.155
2069,19,Other,College,7.15,2.1,3.51,2.63,1.06,7.12,7.74,12,195,1,0,Average,6,38.03,17.3,23.84,4.0024999999999995
2070,24,Male,College,8.96,4.85,2.47,4.41,1.59,4.15,5.45,77,54,0,1,Poor,3,41.19,66.36,41.83,5.0275
2071,22,Other,College,6.65,1.02,2.2,2.86,1.79,8.32,6.2,22,435,0,1,Good,8,19.35,33.78,96.67,4.245
2072,22,Male,High School,9.78,3.93,0.64,3.95,1.75,7.19,8.51,41,98,1,1,Average,1,13.1,88.8,81.44,5.4075
2073,23,Female,College,8.97,1.98,4.82,1.08,1.28,8.24,8.66,33,270,0,0,Poor,7,33.8,40.59,51.98,3.415
2074,24,Male,College,2.02,4.08,3.23,2.86,3.63,6.61,8.82,23,361,1,1,Average,3,44.3,84.91,59.74,4.4125
2075,17,Female,High School,6.92,3.68,1.29,5.29,0.93,11.05,4.8,52,424,0,1,Good,3,39.36,49.51,30.01,7.135
2076,19,Other,College,9.88,2.82,3.55,5.69,1.05,11.87,8.07,67,425,1,0,Good,5,15.04,13.41,88.84,6.1225
2077,20,Female,College,6.6,0.82,1.79,4.72,3.39,3.23,8.08,54,377,0,0,Good,5,23.94,63.52,79.32,3.7175000000000002
2078,21,Other,High School,7.23,1.53,4.64,5.35,3.74,8.68,8.75,36,86,1,1,Poor,9,25.1,44.82,54.36,4.07
2079,20,Other,High School,1.45,2.63,0.75,4.31,3.59,8.91,7.69,102,267,1,1,Poor,5,38.38,81.29,0.51,5.132499999999999
2080,20,Female,High School,5.65,1.1,1.2,1.15,3.41,6.85,6.78,57,0,1,1,Average,9,12.39,74.88,58.5,3.055
2081,20,Female,High School,9.26,1.13,2.63,2.88,2.68,11.33,4.85,108,198,0,0,Average,6,35.28,99.18,31.76,5.84
2082,20,Other,High School,3.45,1.15,4.31,2.32,1.89,8.43,8.83,22,311,0,0,Good,6,43.29,51.21,36.15,3.98
2083,20,Female,College,8.14,2.87,2.67,5.15,3.49,8.49,5.9,56,277,1,0,Good,8,42.54,12.95,97.28,4.9350000000000005
2084,17,Other,College,7.65,4.69,4.5,5.73,1.76,8.31,6.54,75,297,1,0,Average,1,18.56,54.51,92.44,6.625
2085,21,Female,College,5.7,1.19,2.97,2.29,0.84,10.75,5.4,84,307,1,1,Average,9,24.53,96.91,1.77,4.66
2086,22,Female,College,1.17,2.98,1.95,4.89,0.86,9.53,7.24,71,49,0,0,Average,8,35.85,22.35,29.76,4.795
2087,18,Male,College,7.21,2.8,3.19,5.61,0.6,8.2,6.87,19,412,0,0,Poor,2,35.3,85.27,49.14,6.234999999999999
2088,18,Other,High School,2.6,1.52,1.99,4.62,1.85,6.05,7.45,17,153,1,0,Average,7,31.1,83.84,97.9,4.055
2089,17,Male,High School,9.52,0.09,3.81,3.95,1.66,10.27,4.29,87,259,0,1,Good,6,40.77,10.33,75.59,5.9825
2090,19,Other,College,2.96,3.35,3.66,1.34,0.08,4.42,7.75,42,378,0,1,Poor,1,49.25,37.84,21.89,4.2524999999999995
2091,24,Other,High School,9.13,4.31,1.75,5.47,0.0,8.4,5.86,57,420,1,1,Poor,8,41.31,57.16,77.38,5.0024999999999995
2092,24,Male,College,2.57,3.57,4.95,2.25,0.13,11.23,7.95,62,10,0,1,Good,7,32.21,40.12,53.61,4.6325
2093,23,Male,College,9.53,2.02,3.03,3.34,1.73,8.79,5.0,11,323,0,1,Average,3,28.36,23.34,47.03,6.0325
2094,21,Male,High School,4.59,0.21,3.31,2.13,3.71,8.54,7.45,73,348,1,0,Good,2,13.27,58.73,7.56,5.305
2095,18,Other,College,7.0,2.49,2.37,2.28,2.96,7.81,4.54,14,342,0,0,Poor,7,38.1,28.54,10.16,4.637499999999999
2096,22,Other,High School,8.31,2.2,1.64,3.5,2.1,9.82,4.79,7,74,0,1,Poor,6,23.02,98.85,53.81,5.6325
2097,23,Female,High School,9.37,4.35,3.5,5.9,3.3,6.18,4.45,31,429,1,1,Poor,4,28.55,59.32,41.1,5.907500000000001
2098,24,Male,High School,5.08,2.55,0.85,4.22,1.76,7.85,8.39,81,15,0,1,Poor,4,14.86,43.89,77.4,4.92
2099,18,Other,College,3.95,4.69,0.18,5.04,0.09,10.24,7.48,107,305,0,0,Good,3,15.13,61.85,37.93,6.2
2100,23,Other,High School,7.79,2.66,0.52,4.64,2.82,5.54,8.8,26,150,1,1,Good,7,25.55,74.78,12.78,3.5949999999999998
2101,22,Male,College,1.24,1.45,4.52,3.8,2.18,8.32,7.06,61,404,0,0,Poor,3,31.85,77.69,92.38,5.515000000000001
2102,22,Other,High School,6.02,3.21,1.39,4.68,1.55,6.11,5.24,95,372,0,1,Good,8,41.58,59.65,6.0,4.3875
2103,22,Other,College,8.92,0.38,3.25,2.13,1.54,8.84,5.06,69,16,0,1,Poor,1,18.11,54.03,70.15,6.2275
2104,17,Other,High School,9.0,0.6,0.08,5.25,3.85,10.5,6.44,16,354,1,0,Poor,5,39.51,88.26,51.85,6.0775
2105,21,Other,High School,3.86,2.67,3.55,5.89,0.06,5.06,6.56,85,379,1,0,Average,1,49.2,72.67,78.38,5.8475
2106,19,Female,High School,6.85,3.28,3.02,5.4,1.41,11.59,4.33,73,266,0,1,Average,1,35.68,19.79,78.1,7.914999999999999
2107,19,Female,High School,1.96,2.21,2.44,4.4,1.81,9.39,8.04,74,319,1,0,Poor,1,36.09,38.42,51.13,6.1875
2108,17,Male,High School,4.73,4.25,0.39,2.05,3.14,10.08,7.58,60,2,0,0,Good,1,13.14,91.35,82.72,5.8875
2109,20,Male,High School,8.14,3.93,4.54,3.49,1.33,8.51,7.01,25,338,0,0,Average,9,48.41,16.01,5.8,3.9975
2110,17,Other,College,7.61,4.3,0.53,3.79,3.34,3.58,5.52,16,174,0,1,Poor,2,47.0,17.92,33.93,4.9625
2111,18,Other,College,2.11,0.33,1.01,1.3,3.03,3.54,8.68,2,270,1,1,Good,6,32.8,37.65,53.45,2.54
2112,23,Female,High School,3.97,2.31,0.22,5.27,2.72,8.19,5.61,39,17,1,0,Good,8,25.66,16.8,25.52,4.9624999999999995
2113,17,Male,High School,6.18,4.61,4.48,1.76,0.07,7.32,5.2,76,484,0,0,Good,8,49.86,51.07,33.84,3.97
2114,18,Other,College,3.35,1.57,3.91,3.64,1.75,8.47,5.34,67,311,0,0,Good,2,43.28,70.2,52.45,6.1925
2115,20,Female,College,7.29,3.82,0.03,2.29,2.51,7.26,4.97,83,75,0,0,Average,8,22.77,53.98,60.55,4.145
2116,19,Male,High School,7.65,3.83,1.03,3.42,1.66,11.43,7.77,27,308,0,0,Poor,9,48.6,89.31,79.03,4.52
2117,19,Other,College,3.82,4.79,0.99,2.44,0.85,9.31,4.24,38,84,1,1,Poor,2,30.21,87.87,43.16,6.3775
2118,24,Other,High School,2.84,2.61,4.96,1.55,3.54,10.93,4.75,71,124,1,1,Good,9,37.67,65.54,40.44,4.6825
2119,24,Male,College,3.19,2.63,3.2,4.31,3.08,10.68,4.58,47,15,0,0,Poor,7,43.99,70.97,5.92,5.8525
2120,23,Female,High School,7.51,2.59,4.08,4.66,0.6,10.55,4.21,58,128,1,1,Good,7,18.37,40.7,29.44,6.0
2121,17,Male,College,9.09,4.34,2.96,2.68,1.16,11.63,7.76,110,124,1,0,Poor,5,44.17,17.38,22.6,5.3875
2122,22,Other,College,3.1,0.17,0.07,5.25,2.05,6.54,7.92,116,435,1,1,Average,4,47.19,86.66,55.66,4.9675
2123,22,Other,High School,6.09,1.65,3.93,2.46,2.52,11.78,8.03,36,275,1,1,Average,6,37.99,16.16,86.37,5.0525
2124,22,Female,High School,5.59,2.79,3.02,4.98,2.41,10.98,7.15,20,253,0,0,Good,6,40.63,89.86,53.3,5.702500000000001
2125,23,Other,High School,8.1,2.2,0.95,5.16,3.62,4.66,6.11,103,280,0,0,Good,4,16.02,50.41,7.6,4.9275
2126,20,Female,High School,5.96,3.93,4.54,4.33,3.5,8.19,6.28,21,453,1,1,Average,2,21.68,21.78,75.96,6.0600000000000005
2127,24,Female,College,5.66,2.73,4.26,1.69,3.71,11.18,4.6,66,9,0,1,Poor,8,49.29,47.36,46.45,5.0675
2128,23,Female,High School,5.83,0.7,2.9,3.98,3.9,6.62,5.12,31,76,1,0,Poor,4,41.11,40.84,52.38,5.37
2129,22,Female,College,6.04,3.06,1.41,2.45,3.97,6.29,4.92,30,326,0,0,Good,2,44.26,96.35,6.91,5.455
2130,19,Male,College,6.65,3.39,1.88,2.13,2.86,11.04,4.14,84,131,1,0,Poor,5,29.0,20.33,34.54,6.007499999999999
2131,18,Other,High School,2.28,0.98,2.46,2.86,1.9,8.18,8.58,60,3,1,0,Poor,2,19.66,33.92,34.74,5.115
2132,18,Other,High School,3.41,4.39,0.67,4.42,0.74,10.02,6.7,81,25,1,1,Average,1,32.3,29.06,44.86,6.6850000000000005
2133,23,Male,College,4.49,2.24,0.14,5.99,1.27,3.54,4.45,93,430,1,1,Poor,4,18.9,15.68,19.88,5.27
2134,24,Other,College,1.76,1.54,1.66,2.6,0.68,4.41,7.21,97,405,0,0,Average,4,36.96,44.0,35.13,3.95
2135,17,Other,High School,8.18,1.07,0.91,4.5,2.16,6.73,5.85,7,281,0,0,Poor,1,44.84,23.8,86.51,6.095000000000001
2136,21,Other,High School,7.48,2.17,1.05,2.18,1.82,9.31,5.71,99,380,1,0,Poor,6,31.16,72.47,40.08,4.945
2137,17,Other,High School,4.52,0.12,2.69,1.3,3.66,5.03,6.39,14,291,1,1,Poor,1,28.1,64.6,18.45,4.735
2138,24,Male,College,2.46,0.94,4.45,2.63,3.54,4.23,8.21,90,311,0,0,Poor,8,39.66,20.66,41.17,2.6624999999999996
2139,19,Other,High School,3.01,1.65,2.28,1.44,2.4,9.15,4.11,6,146,0,1,Average,4,39.35,61.41,31.93,5.62
2140,21,Female,College,2.1,0.0,2.58,5.58,1.45,4.7,5.93,67,280,1,1,Average,7,37.84,17.28,18.02,4.3375
2141,20,Female,High School,5.89,2.1,0.26,1.04,2.74,8.85,5.81,107,286,0,0,Poor,5,18.27,78.66,77.87,4.77
2142,17,Male,College,6.28,2.31,2.54,2.22,0.91,5.47,5.56,118,116,0,1,Good,4,49.63,37.05,60.31,4.532500000000001
2143,22,Other,College,8.81,2.23,0.4,5.34,1.75,10.91,4.68,92,404,0,0,Average,6,46.89,24.31,42.32,6.3925
2144,20,Other,High School,6.09,2.45,3.29,4.93,3.24,5.76,4.25,103,250,0,0,Average,3,21.86,30.82,29.14,5.859999999999999
2145,18,Male,High School,2.3,4.46,2.21,5.02,3.02,11.48,8.89,95,224,0,1,Poor,1,30.77,22.52,37.43,6.6525
2146,20,Female,High School,8.11,1.53,0.06,3.61,3.16,5.87,4.75,93,362,0,0,Good,1,20.07,20.18,51.11,5.9325
2147,24,Female,College,5.55,4.14,1.6,4.25,2.26,4.47,4.1,76,266,0,1,Poor,9,36.35,78.38,89.1,3.9050000000000002
2148,19,Other,College,7.12,2.02,1.42,3.57,0.62,9.86,6.77,50,192,0,1,Average,2,36.5,18.46,92.53,6.165
2149,18,Female,High School,3.04,0.98,0.37,1.41,3.68,6.12,5.64,58,435,0,1,Average,1,28.65,15.59,25.4,5.2225
2150,18,Male,High School,3.88,0.86,2.58,5.87,3.76,10.22,7.17,59,430,0,1,Good,1,15.53,78.88,69.22,6.98
2151,19,Male,High School,9.72,2.72,4.75,1.37,3.92,7.75,8.51,23,21,0,1,Good,6,45.75,26.56,1.41,3.6525
2152,17,Other,High School,7.35,1.0,2.16,3.73,2.77,9.0,4.57,95,419,1,1,Average,5,42.93,24.43,17.83,5.79
2153,24,Other,High School,2.0,1.11,0.36,2.86,0.41,10.73,4.74,52,168,0,1,Average,2,14.36,65.65,6.5,6.7125
2154,20,Female,College,4.35,4.54,2.34,3.94,3.19,4.0,6.95,84,218,1,0,Poor,1,27.78,99.69,70.12,4.9975000000000005
2155,23,Male,College,3.73,2.38,2.18,5.94,3.88,4.23,4.12,51,287,0,0,Poor,1,31.53,21.08,96.09,6.2625
2156,21,Male,College,7.78,0.84,0.92,2.27,3.47,5.46,8.4,64,196,1,0,Good,7,44.24,95.92,39.38,3.0825
2157,24,Male,High School,4.33,1.04,1.8,3.67,1.75,10.05,5.68,40,473,0,1,Good,4,25.26,87.57,99.58,6.01
2158,21,Female,College,6.88,0.94,2.7,4.63,0.97,9.82,8.23,53,122,1,0,Good,5,33.83,49.76,37.88,5.305
2159,23,Male,High School,7.79,3.54,4.39,5.17,1.6,11.9,4.39,115,445,0,0,Good,6,42.49,35.15,83.91,6.67
2160,23,Male,High School,8.67,2.1,4.31,2.5,1.49,11.15,5.49,38,499,0,0,Good,6,30.4,14.79,8.4,5.54
2161,17,Other,College,3.76,0.58,0.18,5.01,2.26,3.56,7.18,27,258,1,0,Poor,2,44.49,27.91,48.89,4.8475
2162,22,Female,College,9.73,1.57,3.52,2.04,1.74,8.92,6.82,44,59,0,0,Poor,9,25.61,59.73,34.52,3.785
2163,23,Male,College,5.29,4.83,1.5,1.5,0.17,11.96,4.76,88,328,1,1,Average,1,19.51,30.14,74.86,6.925000000000001
2164,18,Other,High School,9.31,3.69,2.01,5.98,2.06,3.2,5.33,51,69,0,0,Poor,1,21.02,12.64,31.21,5.7125
2165,20,Other,High School,8.63,1.53,2.64,4.22,3.6,8.12,6.39,87,187,1,1,Good,3,24.01,71.59,12.69,5.7375
2166,20,Other,College,7.58,1.29,4.35,4.16,2.58,11.83,4.45,92,426,1,0,Good,4,48.24,18.49,19.56,6.885
2167,22,Male,College,1.15,3.0,4.6,2.51,1.35,5.58,5.17,75,331,0,1,Poor,7,33.11,41.3,41.53,3.98
2168,19,Female,High School,3.91,4.32,2.35,1.18,1.06,5.08,8.24,61,132,0,1,Good,5,13.91,90.55,85.66,3.255
2169,22,Male,High School,6.19,1.85,0.04,2.33,0.92,10.13,5.86,52,80,1,0,Good,8,30.04,95.53,90.15,4.65
2170,22,Female,High School,3.42,0.38,3.04,5.85,3.77,3.05,7.22,13,25,0,1,Good,9,13.42,13.92,23.47,3.17
2171,18,Male,College,5.13,2.4,2.81,3.37,1.38,5.23,4.67,81,411,1,1,Poor,4,28.06,74.4,9.51,4.9825
2172,23,Female,High School,6.49,3.49,4.09,3.1,1.09,11.16,5.99,107,68,0,0,Poor,2,41.04,60.67,15.71,6.5675
2173,19,Male,College,9.7,1.15,2.97,2.35,2.8,6.78,7.86,78,111,0,0,Good,1,28.1,87.45,65.59,5.0675
2174,18,Other,College,4.99,1.62,1.49,3.39,0.23,4.2,8.72,28,27,1,0,Poor,9,18.87,67.77,83.06,2.4675
2175,24,Female,College,1.29,4.62,0.25,3.85,0.95,3.67,7.69,10,498,1,1,Average,3,25.35,93.65,61.4,4.2075
2176,22,Female,High School,2.02,3.57,2.32,2.81,1.7,8.01,5.29,81,98,1,0,Good,9,14.09,25.12,77.43,4.1325
2177,24,Other,High School,2.11,3.24,1.88,4.76,1.66,5.33,5.87,51,385,0,1,Good,2,42.95,60.66,29.09,5.555
2178,24,Other,College,2.53,1.33,4.27,3.98,0.39,9.12,8.05,17,309,1,1,Average,1,49.62,86.68,56.59,6.012499999999999
2179,17,Female,College,3.2,1.07,4.05,2.89,2.63,7.5,4.08,71,459,1,0,Average,8,43.85,41.32,43.96,4.5775
2180,24,Other,High School,8.88,4.33,0.84,4.46,3.78,7.87,8.6,4,175,0,0,Good,2,45.26,50.63,9.61,5.4325
2181,18,Other,High School,7.6,2.81,4.92,1.56,1.7,7.7,5.54,12,186,0,1,Poor,7,21.33,11.89,14.49,4.18
2182,19,Female,College,5.47,2.88,0.35,1.33,0.41,11.4,8.55,116,59,0,1,Poor,3,38.56,68.96,26.94,5.295
2183,18,Female,High School,1.1,4.38,0.41,3.66,1.16,8.89,7.02,2,149,1,0,Good,3,44.7,33.67,25.32,5.6325
2184,22,Female,College,2.02,2.16,2.37,3.63,3.72,11.87,7.01,40,42,0,0,Good,2,26.69,54.92,66.19,6.6225
2185,19,Male,College,6.54,3.03,0.35,5.52,0.28,6.27,5.51,89,394,0,0,Good,2,27.49,66.37,46.72,6.07
2186,22,Other,High School,2.6,0.53,2.18,4.61,2.72,11.63,8.34,81,5,1,0,Average,8,13.47,61.61,36.16,4.9750000000000005
2187,22,Other,High School,1.47,2.36,3.61,5.22,0.34,8.57,7.58,29,390,0,0,Good,6,38.83,85.43,56.35,5.0525
2188,21,Female,College,8.05,1.01,4.09,4.16,2.67,8.51,4.41,118,384,1,1,Average,8,43.22,94.0,4.82,5.0649999999999995
2189,23,Female,High School,7.99,3.7,1.06,5.6,3.13,11.79,5.68,100,379,1,1,Good,1,32.76,18.76,86.05,7.6775
2190,20,Male,High School,7.69,1.01,3.62,2.65,1.04,5.95,6.56,43,372,1,1,Good,1,28.19,64.06,45.87,5.26
2191,20,Female,High School,6.26,2.28,2.75,3.01,1.47,4.57,6.89,19,329,1,0,Poor,1,25.07,32.18,13.92,4.9225
2192,23,Male,High School,6.59,4.86,0.4,2.89,1.84,7.06,8.48,19,176,1,0,Good,4,38.73,96.16,72.54,4.3675
2193,20,Male,High School,5.08,2.19,4.59,4.88,0.98,4.85,4.05,31,107,1,1,Poor,4,29.06,58.6,52.7,5.42
2194,18,Female,High School,7.94,0.62,3.81,3.53,1.2,10.85,8.87,29,112,0,0,Poor,5,12.81,84.78,78.99,5.1274999999999995
2195,17,Male,College,2.55,3.38,1.91,3.55,0.22,7.67,6.73,110,226,0,1,Poor,2,18.97,84.45,57.48,5.6225
2196,18,Male,College,3.64,3.11,0.26,4.69,2.13,11.1,6.9,15,243,1,0,Average,8,47.31,64.44,14.8,5.2225
2197,18,Female,College,6.34,1.48,1.67,4.92,3.2,5.8,5.27,116,300,0,1,Poor,7,11.36,99.63,19.65,4.612500000000001
2198,24,Male,High School,3.43,0.11,2.24,1.5,1.76,9.75,8.2,80,494,0,0,Average,6,47.87,62.47,10.09,4.2625
2199,19,Male,High School,7.36,0.27,0.01,5.32,0.61,6.97,5.1,17,298,0,0,Average,3,17.24,20.98,45.56,6.0475
2200,20,Other,High School,6.07,1.38,2.29,5.99,1.81,10.7,4.45,62,310,0,1,Average,8,25.6,39.12,7.91,6.0600000000000005
2201,22,Other,High School,5.85,2.75,3.51,3.16,3.01,5.34,6.16,100,189,1,0,Good,9,42.82,48.95,19.92,3.335
2202,21,Female,College,4.65,4.03,1.0,2.3,2.49,5.9,6.25,30,89,1,1,Good,4,37.25,97.1,29.98,4.4875
2203,19,Female,High School,2.35,0.22,2.71,5.51,0.62,9.72,7.05,30,464,0,1,Poor,9,36.88,12.52,34.77,4.795
2204,20,Female,High School,4.83,1.25,1.01,2.68,3.81,11.68,4.25,119,439,0,0,Average,4,15.79,63.29,10.74,6.5275
2205,20,Female,High School,6.14,4.99,2.45,5.22,0.32,10.47,5.62,71,150,0,1,Good,6,43.3,44.8,41.17,6.0175
2206,20,Male,High School,9.71,0.64,4.09,4.41,1.53,6.27,4.56,95,250,1,1,Poor,4,22.69,29.91,18.01,5.53
2207,22,Other,College,5.45,2.56,0.3,4.33,2.18,4.38,7.02,9,225,0,1,Average,5,24.57,71.03,41.61,4.1725
2208,19,Male,High School,6.39,2.69,4.17,2.61,1.78,9.94,7.11,102,399,1,1,Poor,1,18.19,75.58,48.6,6.109999999999999
2209,17,Male,College,5.21,4.39,2.5,4.93,0.07,6.08,5.03,30,360,0,0,Poor,7,24.69,69.44,81.64,4.745
2210,24,Other,College,9.37,1.86,2.3,4.46,2.47,3.45,6.73,69,313,0,1,Poor,1,22.48,79.33,72.01,5.045
2211,23,Other,High School,7.52,2.68,0.77,3.6,3.99,3.5,4.9,118,108,0,1,Poor,1,36.29,34.12,54.9,5.3
2212,22,Other,College,8.08,2.71,0.42,3.85,3.35,10.23,8.42,56,239,1,0,Poor,1,13.27,70.69,32.06,6.165
2213,17,Male,College,8.73,4.07,0.71,1.26,0.69,10.95,4.26,45,264,1,0,Average,1,16.46,41.23,91.37,6.7375
2214,20,Other,College,6.81,0.72,2.78,4.97,0.1,11.64,7.38,2,248,1,0,Average,7,29.44,33.71,45.19,5.5575
2215,21,Male,College,2.84,4.13,2.37,1.53,0.91,11.03,5.09,70,338,1,0,Good,4,24.29,13.3,87.3,5.8675
2216,22,Other,College,9.37,0.21,0.49,3.91,2.01,4.35,4.47,70,85,1,1,Poor,8,23.79,19.7,1.9,3.9475
2217,18,Female,College,8.15,4.46,4.68,5.26,0.8,3.16,5.51,41,28,1,1,Good,7,42.44,64.94,6.0,3.9775
2218,17,Other,High School,7.82,3.98,4.9,5.69,2.05,11.94,7.91,68,364,1,1,Poor,4,30.16,26.01,55.11,6.43
2219,17,Male,High School,1.1,0.16,3.42,4.64,1.15,6.61,6.53,37,134,1,0,Good,9,27.61,52.43,83.39,3.9299999999999997
2220,21,Male,High School,6.0,0.17,1.9,4.36,2.1,10.64,6.53,12,118,1,0,Poor,8,43.95,18.57,49.47,5.1175
2221,24,Male,High School,5.62,2.83,1.28,1.69,0.07,5.36,6.28,46,424,1,1,Average,1,44.69,71.62,78.44,4.9425
2222,24,Other,High School,5.49,0.21,0.66,5.01,3.0,7.15,4.5,119,309,0,1,Average,8,10.62,92.66,23.66,4.915
2223,24,Male,High School,8.43,4.35,3.11,5.14,1.3,4.74,7.51,113,200,1,1,Average,4,29.59,58.26,23.47,4.5925
2224,18,Male,High School,2.96,1.58,4.8,5.31,0.97,6.53,7.75,101,9,1,1,Average,7,24.81,34.69,47.95,4.2725
2225,22,Male,College,6.51,1.39,1.67,1.33,3.42,7.11,5.44,2,315,1,1,Good,2,40.51,71.73,35.02,5.25
2226,21,Other,College,9.32,1.48,4.75,5.57,0.11,8.56,4.13,12,366,1,1,Good,1,32.36,60.99,64.66,7.25
2227,23,Male,College,8.35,2.3,2.73,1.32,1.2,8.82,6.87,86,453,1,0,Average,3,45.8,98.29,71.25,5.0675
2228,20,Female,High School,3.56,0.34,1.7,3.75,0.45,10.55,4.71,78,450,0,1,Good,7,17.93,52.33,50.8,5.6475
2229,21,Female,High School,8.02,1.64,0.56,6.0,1.0,3.44,4.25,97,478,1,0,Good,9,24.24,41.58,89.78,4.047499999999999
2230,18,Other,High School,2.7,3.8,4.19,3.26,1.73,10.32,5.61,4,395,0,0,Good,7,20.49,42.93,70.74,5.2425
2231,17,Male,High School,7.43,1.88,1.51,4.17,1.34,6.79,7.27,1,332,1,1,Average,9,43.11,71.99,63.71,3.6725
2232,19,Other,High School,1.11,3.77,0.91,4.67,2.11,5.43,5.47,68,186,1,1,Poor,6,37.59,57.89,90.21,4.657500000000001
2233,20,Male,High School,9.91,1.78,4.49,5.35,1.02,10.63,8.13,81,427,0,1,Poor,4,42.85,84.34,71.04,5.9625
2234,24,Female,High School,2.11,4.28,0.65,2.15,0.61,4.45,8.89,56,183,1,0,Average,7,38.66,87.97,79.37,2.6774999999999998
2235,19,Male,High School,9.32,1.82,1.82,3.16,3.83,4.04,8.12,98,364,0,1,Average,6,17.62,47.95,91.31,3.2700000000000005
2236,24,Female,College,4.53,1.7,0.28,1.45,0.37,3.49,8.37,26,218,0,1,Average,5,21.98,56.0,14.4,2.8925
2237,23,Other,College,2.54,4.43,4.33,4.49,2.48,4.4,6.33,86,379,0,0,Poor,3,19.08,89.6,91.53,4.890000000000001
2238,20,Other,High School,3.13,2.01,4.91,1.74,3.47,9.53,6.71,53,288,0,0,Poor,1,23.08,76.32,57.02,5.890000000000001
2239,24,Female,College,6.25,4.93,2.0,4.22,1.36,4.09,4.78,63,100,1,0,Poor,4,16.04,17.55,15.53,4.882499999999999
2240,18,Other,College,4.78,1.34,4.86,4.12,3.0,3.98,8.63,98,343,1,1,Poor,1,35.56,66.01,73.47,4.6175
2241,22,Male,High School,2.3,2.19,1.63,4.31,2.2,11.12,6.12,6,272,1,1,Average,8,43.27,92.32,36.99,5.3275
2242,21,Female,College,7.24,4.55,4.19,4.17,2.91,10.92,8.21,67,55,1,1,Poor,5,30.52,69.39,60.58,5.47
2243,17,Female,College,9.18,2.18,1.5,2.57,3.33,3.44,8.94,76,391,0,1,Average,8,34.91,98.21,93.4,2.2675
2244,20,Other,High School,7.29,0.17,0.55,3.45,3.55,9.84,5.68,55,65,1,1,Poor,4,20.81,52.76,69.52,5.9025
2245,17,Male,High School,7.51,0.08,0.73,5.39,1.4,4.51,6.9,40,269,0,1,Poor,1,36.88,57.24,7.75,5.5
2246,17,Other,High School,3.6,4.29,1.59,2.74,3.23,8.59,8.52,75,113,0,1,Average,5,35.69,48.6,69.64,4.452500000000001
2247,23,Other,High School,1.67,0.52,0.52,2.62,1.19,10.22,4.55,17,279,1,0,Average,8,18.34,64.9,81.66,5.072500000000001
2248,19,Male,High School,9.6,3.13,3.84,2.5,1.82,8.27,6.75,99,84,1,1,Good,1,45.59,31.82,14.36,5.755
2249,18,Other,College,2.6,3.46,4.2,1.66,1.71,7.61,4.06,54,160,0,0,Good,1,20.45,73.73,8.45,6.0525
2250,21,Female,College,3.31,4.12,2.42,2.1,0.06,10.08,6.14,48,35,1,1,Good,6,27.99,64.37,13.31,5.010000000000001
2251,21,Male,High School,4.77,0.4,4.75,5.65,3.24,4.54,4.74,12,309,0,1,Good,4,27.85,62.72,49.65,5.362500000000001
2252,23,Female,College,2.98,3.05,3.83,3.67,2.04,9.4,6.35,7,255,1,1,Good,2,30.84,95.83,26.9,6.18
2253,18,Other,College,5.65,0.27,4.65,5.75,1.9,5.34,6.22,11,38,0,0,Poor,8,34.72,78.25,68.01,4.2175
2254,19,Female,High School,3.31,1.54,1.28,3.99,1.45,7.55,6.54,60,183,0,1,Good,1,21.35,76.21,27.67,6.0
2255,23,Female,High School,1.4,4.55,3.33,3.24,1.09,6.88,8.59,104,301,1,0,Poor,3,21.03,82.66,54.79,4.6325
2256,18,Female,College,8.45,1.06,2.08,1.95,0.22,10.37,5.09,94,19,1,1,Good,8,40.24,72.77,26.65,4.8075
2257,19,Female,High School,5.12,4.95,1.82,1.04,2.01,4.9,6.99,4,253,0,1,Average,2,13.03,33.43,47.6,4.2375
2258,20,Other,High School,5.0,0.85,2.65,3.26,0.36,7.72,7.34,119,336,1,0,Average,4,31.67,94.79,5.3,4.91
2259,22,Male,High School,5.88,4.73,2.9,2.2,0.56,7.7,6.04,27,129,1,1,Good,5,42.31,25.51,93.78,4.715
2260,17,Other,College,9.59,3.65,3.16,1.4,3.08,7.66,7.57,94,483,0,1,Good,7,40.6,56.79,19.54,3.6225
2261,24,Female,High School,3.84,3.76,1.7,2.13,1.24,8.64,5.82,60,351,1,0,Good,8,44.72,59.19,71.94,4.2375
2262,21,Other,College,9.42,4.75,4.21,1.79,3.47,10.57,6.13,36,277,0,0,Average,9,14.93,65.3,48.94,4.3075
